"sample","experiment_accession","run_accession","sample_accession","experiment_alias","run_alias","sample_alias","experiment_title","sample_title","sample_description"
"SRX5235865","SRX5235865","SRR8427880","SAMN10722424","B269-M10","B269-M10","B269-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B269-M10","Collection Country: USA Collection Year: 2012"
"SRX5235866","SRX5235866","SRR8427881","SAMN10722425","B174-M10","B174-M10","B174-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B174-M10","Collection Country: USA Collection Year: 2014"
"SRX5235867","SRX5235867","SRR8427882","SAMN10722426","B271-M06","B271-M06","B271-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B271-M06","Collection Country: USA Collection Year: 2012"
"SRX5235868","SRX5235868","SRR8427883","SAMN10722427","B174-M08","B174-M08","B174-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B174-M08","Collection Country: USA Collection Year: 2014"
"SRX5235869","SRX5235869","SRR8427884","SAMN10722428","B269-M12","B269-M12","B269-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B269-M12","Collection Country: USA Collection Year: 2013"
"SRX5235870","SRX5235870","SRR8427885","SAMN10722429","B273-M12","B273-M12","B273-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B273-M12","Collection Country: USA Collection Year: 2013"
"SRX5235871","SRX5235871","SRR8427886","SAMN10722430","B174-M06","B174-M06","B174-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B174-M06","Collection Country: USA Collection Year: 2014"
"SRX5235872","SRX5235872","SRR8427887","SAMN10722431","B174-M12","B174-M12","B174-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B174-M12","Collection Country: USA Collection Year: 2015"
"SRX5235873","SRX5235873","SRR8427888","SAMN10722432","B273-M04","B273-M04","B273-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B273-M04","Collection Country: USA Collection Year: 2012"
"SRX5235874","SRX5235874","SRR8427889","SAMN10722433","B288-M08","B288-M08","B288-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B288-M08","Collection Country: USA Collection Year: 2013"
"SRX5235875","SRX5235875","SRR8427890","SAMN10722434","B278-M03","B278-M03","B278-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B278-M03","Collection Country: USA Collection Year: 2012"
"SRX5235876","SRX5235876","SRR8427891","SAMN10722435","B288-M02","B288-M02","B288-M02","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B288-M02","Collection Country: USA Collection Year: 2012"
"SRX5235877","SRX5235877","SRR8427892","SAMN10722436","B288-M06","B288-M06","B288-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B288-M06","Collection Country: USA Collection Year: 2012"
"SRX5235878","SRX5235878","SRR8427893","SAMN10722437","B275-M12","B275-M12","B275-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B275-M12","Collection Country: USA Collection Year: 2013"
"SRX5235879","SRX5235879","SRR8427894","SAMN10722438","B288-M03","B288-M03","B288-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B288-M03","Collection Country: USA Collection Year: 2012"
"SRX5235880","SRX5235880","SRR8427895","SAMN10722439","B278-M05","B278-M05","B278-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B278-M05","Collection Country: USA Collection Year: 2012"
"SRX5235881","SRX5235881","SRR8427896","SAMN10722440","B288-M10","B288-M10","B288-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B288-M10","Collection Country: USA Collection Year: 2013"
"SRX5235882","SRX5235882","SRR8427897","SAMN10722441","B275-M08","B275-M08","B275-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B275-M08","Collection Country: USA Collection Year: 2013"
"SRX5235883","SRX5235883","SRR8427898","SAMN10722442","B281-M03","B281-M03","B281-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B281-M03","Collection Country: USA Collection Year: 2013"
"SRX5235884","SRX5235884","SRR8427899","SAMN10722443","B278-M04","B278-M04","B278-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B278-M04","Collection Country: USA Collection Year: 2012"
"SRX5235885","SRX5235885","SRR8427900","SAMN10722444","B331-M12","B331-M12","B331-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B331-M12","Collection Country: USA Collection Year: 2014"
"SRX5235886","SRX5235886","SRR8427901","SAMN10722445","B321-M03","B321-M03","B321-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B321-M03","Collection Country: USA Collection Year: 2014"
"SRX5235887","SRX5235887","SRR8427902","SAMN10722446","B315-M06","B315-M06","B315-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B315-M06","Collection Country: USA Collection Year: 2014"
"SRX5235888","SRX5235888","SRR8427903","SAMN10722447","B317-M04","B317-M04","B317-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B317-M04","Collection Country: USA Collection Year: 2014"
"SRX5235889","SRX5235889","SRR8427904","SAMN10722448","B317-M12","B317-M12","B317-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B317-M12","Collection Country: USA Collection Year: 2015"
"SRX5235890","SRX5235890","SRR8427905","SAMN10722449","B315-M05","B315-M05","B315-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B315-M05","Collection Country: USA Collection Year: 2013"
"SRX5235891","SRX5235891","SRR8427906","SAMN10722450","B317-M03","B317-M03","B317-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B317-M03","Collection Country: USA Collection Year: 2014"
"SRX5235892","SRX5235892","SRR8427907","SAMN10722451","B317-M05","B317-M05","B317-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B317-M05","Collection Country: USA Collection Year: 2014"
"SRX5235893","SRX5235893","SRR8427908","SAMN10722452","B315-M10","B315-M10","B315-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B315-M10","Collection Country: USA Collection Year: 2014"
"SRX5235894","SRX5235894","SRR8427909","SAMN10722453","B321-M04","B321-M04","B321-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B321-M04","Collection Country: USA Collection Year: 2014"
"SRX5235895","SRX5235895","SRR8427910","SAMN10722454","B315-M03","B315-M03","B315-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B315-M03","Collection Country: USA Collection Year: 2013"
"SRX5235896","SRX5235896","SRR8427911","SAMN10722455","B315-M12","B315-M12","B315-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B315-M12","Collection Country: USA Collection Year: 2014"
"SRX5235897","SRX5235897","SRR8427912","SAMN10722456","B315-M08","B315-M08","B315-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B315-M08","Collection Country: USA Collection Year: 2014"
"SRX5235898","SRX5235898","SRR8427913","SAMN10722457","B108-M08","B108-M08","B108-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B108-M08","Collection Country: USA Collection Year: 2013"
"SRX5235899","SRX5235899","SRR8427914","SAMN10722458","B088-M12","B088-M12","B088-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B088-M12","Collection Country: USA Collection Year: 2014"
"SRX5235900","SRX5235900","SRR8427915","SAMN10722459","B091-M04","B091-M04","B091-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B091-M04","Collection Country: USA Collection Year: 2013"
"SRX5235901","SRX5235901","SRR8427916","SAMN10722460","B108-M06","B108-M06","B108-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B108-M06","Collection Country: USA Collection Year: 2013"
"SRX5235902","SRX5235902","SRR8427917","SAMN10722461","B088-M10","B088-M10","B088-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B088-M10","Collection Country: USA Collection Year: 2014"
"SRX5235903","SRX5235903","SRR8427918","SAMN10722462","B090-M12","B090-M12","B090-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B090-M12","Collection Country: USA Collection Year: 2014"
"SRX5235904","SRX5235904","SRR8427919","SAMN10722463","B108-M04","B108-M04","B108-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B108-M04","Collection Country: USA Collection Year: 2013"
"SRX5235905","SRX5235905","SRR8427920","SAMN10722464","B088-M06","B088-M06","B088-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B088-M06","Collection Country: USA Collection Year: 2014"
"SRX5235906","SRX5235906","SRR8427921","SAMN10722465","B108-M10","B108-M10","B108-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B108-M10","Collection Country: USA Collection Year: 2013"
"SRX5235907","SRX5235907","SRR8427922","SAMN10722466","B090-M10","B090-M10","B090-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B090-M10","Collection Country: USA Collection Year: 2014"
"SRX5235908","SRX5235908","SRR8427923","SAMN10722467","B090-M04","B090-M04","B090-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B090-M04","Collection Country: USA Collection Year: 2014"
"SRX5235909","SRX5235909","SRR8427924","SAMN10722468","B151-M05","B151-M05","B151-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B151-M05","Collection Country: USA Collection Year: 2013"
"SRX5235910","SRX5235910","SRR8427925","SAMN10722469","B117-M05","B117-M05","B117-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B117-M05","Collection Country: USA Collection Year: 2013"
"SRX5235911","SRX5235911","SRR8427926","SAMN10722470","B121-M03","B121-M03","B121-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B121-M03","Collection Country: USA Collection Year: 2013"
"SRX5235912","SRX5235912","SRR8427927","SAMN10722471","B121-M06","B121-M06","B121-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B121-M06","Collection Country: USA Collection Year: 2014"
"SRX5235913","SRX5235913","SRR8427928","SAMN10722472","B151-M03","B151-M03","B151-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B151-M03","Collection Country: USA Collection Year: 2013"
"SRX5235914","SRX5235914","SRR8427929","SAMN10722473","B117-M04","B117-M04","B117-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B117-M04","Collection Country: USA Collection Year: 2013"
"SRX5235915","SRX5235915","SRR8427930","SAMN10722474","B117-M12","B117-M12","B117-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B117-M12","Collection Country: USA Collection Year: 2014"
"SRX5235916","SRX5235916","SRR8427931","SAMN10722475","B121-M04","B121-M04","B121-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B121-M04","Collection Country: USA Collection Year: 2013"
"SRX5235917","SRX5235917","SRR8427932","SAMN10722476","B117-M08","B117-M08","B117-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B117-M08","Collection Country: USA Collection Year: 2014"
"SRX5235918","SRX5235918","SRR8427933","SAMN10722477","B117-M10","B117-M10","B117-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B117-M10","Collection Country: USA Collection Year: 2014"
"SRX5235919","SRX5235919","SRR8427934","SAMN10722478","B117-M06","B117-M06","B117-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B117-M06","Collection Country: USA Collection Year: 2013"
"SRX5235920","SRX5235920","SRR8427935","SAMN10722479","B403-M02","B403-M02","B403-M02","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B403-M02","Collection Country: USA Collection Year: 2012"
"SRX5235921","SRX5235921","SRR8427936","SAMN10722480","B327-M02","B327-M02","B327-M02","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B327-M02","Collection Country: USA Collection Year: 2014"
"SRX5235922","SRX5235922","SRR8427937","SAMN10722481","B327-M04","B327-M04","B327-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B327-M04","Collection Country: USA Collection Year: 2014"
"SRX5235923","SRX5235923","SRR8427938","SAMN10722482","B399-M08","B399-M08","B399-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B399-M08","Collection Country: USA Collection Year: 2014"
"SRX5235924","SRX5235924","SRR8427939","SAMN10722483","B349-M12","B349-M12","B349-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B349-M12","Collection Country: USA Collection Year: 2013"
"SRX5235925","SRX5235925","SRR8427940","SAMN10722484","B326-M06","B326-M06","B326-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B326-M06","Collection Country: USA Collection Year: 2014"
"SRX5235926","SRX5235926","SRR8427941","SAMN10722485","B436-M05","B436-M05","B436-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B436-M05","Collection Country: USA Collection Year: 2013"
"SRX5235927","SRX5235927","SRR8427942","SAMN10722486","B426-M10","B426-M10","B426-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B426-M10","Collection Country: USA Collection Year: 2014"
"SRX5235928","SRX5235928","SRR8427943","SAMN10722487","B341-M04","B341-M04","B341-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B341-M04","Collection Country: USA Collection Year: 2014"
"SRX5235929","SRX5235929","SRR8427944","SAMN10722488","B327-M08","B327-M08","B327-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B327-M08","Collection Country: USA Collection Year: 2014"
"SRX5235930","SRX5235930","SRR8427945","SAMN10722489","B346-M08","B346-M08","B346-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B346-M08","Collection Country: USA Collection Year: 2012"
"SRX5235931","SRX5235931","SRR8427946","SAMN10722490","B327-M05","B327-M05","B327-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B327-M05","Collection Country: USA Collection Year: 2014"
"SRX5235932","SRX5235932","SRR8427947","SAMN10722491","B399-M10","B399-M10","B399-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B399-M10","Collection Country: USA Collection Year: 2014"
"SRX5235933","SRX5235933","SRR8427948","SAMN10722492","B352-M03","B352-M03","B352-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B352-M03","Collection Country: USA Collection Year: 2012"
"SRX5235934","SRX5235934","SRR8427949","SAMN10722493","B349-M02","B349-M02","B349-M02","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B349-M02","Collection Country: USA Collection Year: 2012"
"SRX5235935","SRX5235935","SRR8427950","SAMN10722494","B226-M03","B226-M03","B226-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B226-M03","Collection Country: USA Collection Year: 2012"
"SRX5235936","SRX5235936","SRR8427951","SAMN10722495","B402-M10","B402-M10","B402-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B402-M10","Collection Country: USA Collection Year: 2014"
"SRX5235937","SRX5235937","SRR8427952","SAMN10722496","B066-M10","B066-M10","B066-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B066-M10","Collection Country: USA Collection Year: 2014"
"SRX5235938","SRX5235938","SRR8427953","SAMN10722497","B422-M08","B422-M08","B422-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B422-M08","Collection Country: USA Collection Year: 2012-2014"
"SRX5235939","SRX5235939","SRR8427954","SAMN10722498","B321-M12","B321-M12","B321-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B321-M12","Collection Country: USA Collection Year: 2015"
"SRX5235940","SRX5235940","SRR8427955","SAMN10722499","B402-M04","B402-M04","B402-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B402-M04","Collection Country: USA Collection Year: 2014"
"SRX5235941","SRX5235941","SRR8427956","SAMN10722500","B352-M05","B352-M05","B352-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B352-M05","Collection Country: USA Collection Year: 2013"
"SRX5235942","SRX5235942","SRR8427957","SAMN10722501","B321-M10","B321-M10","B321-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B321-M10","Collection Country: USA Collection Year: 2014"
"SRX5235943","SRX5235943","SRR8427958","SAMN10722502","B343-M04","B343-M04","B343-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B343-M04","Collection Country: USA Collection Year: 2012"
"SRX5235944","SRX5235944","SRR8427959","SAMN10722503","B321-M08","B321-M08","B321-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B321-M08","Collection Country: USA Collection Year: 2014"
"SRX5235945","SRX5235945","SRR8427960","SAMN10722504","B403-M06","B403-M06","B403-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B403-M06","Collection Country: USA Collection Year: 2013"
"SRX5235946","SRX5235946","SRR8427961","SAMN10722505","B341-M08","B341-M08","B341-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B341-M08","Collection Country: USA Collection Year: 2014"
"SRX5235947","SRX5235947","SRR8427962","SAMN10722506","B422-M10","B422-M10","B422-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B422-M10","Collection Country: USA Collection Year: 2012-2014"
"SRX5235948","SRX5235948","SRR8427963","SAMN10722507","B702-M06","B702-M06","B702-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B702-M06","Collection Country: USA Collection Year: 2013"
"SRX5235949","SRX5235949","SRR8427964","SAMN10722508","B327-M06","B327-M06","B327-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B327-M06","Collection Country: USA Collection Year: 2014"
"SRX5235950","SRX5235950","SRR8427965","SAMN10722509","B349-M10","B349-M10","B349-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B349-M10","Collection Country: USA Collection Year: 2013"
"SRX5235951","SRX5235951","SRR8427966","SAMN10722510","B426-M04","B426-M04","B426-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","B426-M04","Collection Country: USA Collection Year: 2013"
